ISO,Country,Subject Descriptor,Subject Notes,Units,Scale,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
SWE,Sweden,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,12.709,1.684,0.272,3.399,12.087,7.067,9.045,5.905,1.534,-15.377,11.107,8.411,0.558,0.709,3.814,4.995,1.919,4.155,4.253,5.205,-5.191,5.167,4.198,3.002,2.894,2.891,2.924,2019
CHE,Switzerland,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,12.461,0.145,-1.791,-1.125,9.464,6.743,6.724,11.204,4.031,-8.551,12.184,3.917,1.315,13.434,-6.034,3.972,6.567,-0.112,3.39,-0.169,-6.845,4.699,4.709,3.907,4.843,3.96,4.836,2019
SYR,Syria,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,4.423,17.567,15.286,-22.391,16.425,6.963,0.694,7.116,5.126,-4.604,11.328,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2009
TWN,Taiwan Province of China,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,17.698,-8.337,11.128,10.931,14.397,6.026,11.798,9.83,3.08,-10.127,27.62,5.96,21.192,0.962,2.699,-2.129,-4.869,6.311,0.471,1.84,1.266,0.725,5.339,2.642,1.82,1.879,1.896,2019
TJK,Tajikistan,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-2.311,6.245,37.91,14.118,2.85,11.42,-2.923,3.017,-6.639,14.741,21.517,18.569,35.993,-10.576,-11.501,13.208,7.134,9.919,2.901,11.899,14.202,7.932,9.438,9.269,8.802,8.334,9.222,2019
TZA,Tanzania,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,27.453,25.644,29.672,17.975,17.758,9.512,-2.083,-0.413,-1.946,-2.244,7.512,6.659,2.985,1.777,7.042,13.903,-2.016,-11.792,10.974,8.556,-2.569,2.466,3.494,4.388,5.002,5.323,2.704,2019
THA,Thailand,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,17.488,-4.211,5.887,9.134,14.631,7.76,10.788,8.894,6.264,-12.14,14.22,9.509,3.662,2.514,0.345,1.25,2.696,5.181,3.351,-2.954,-19.409,5.999,11.142,7.622,6.156,4.482,4.29,2019
TLS,Timor-Leste,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-10.134,4.257,19.263,25.333,-1.37,2.556,-2.141,-0.563,4.432,19.217,-1.51,15.705,6.111,14.304,-7.222,-8.527,8.192,-0.022,-1.989,2.834,-5.393,9.146,6.207,7.316,6.913,7.466,6.981,2018
TON,Tonga,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-13.98,-26.381,18.452,10.575,-3.609,-4.02,-11.703,-11.216,13.41,-10.611,-3.266,42.605,-1.639,10.377,-2.118,-5.387,20.897,-5.372,1.559,-5.588,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2019
TTO,Trinidad and Tobago,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,1.777,7.428,-5.968,21.605,11.14,29.265,27.863,-9.846,21.479,-42.791,11.436,37.798,-4.984,8.782,-10.94,-9.455,-20.049,5.615,-0.385,-15.497,-20.543,19.138,5.729,0.332,-0.698,-0.044,0.442,2019
TUN,Tunisia,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,7.313,15.678,1.907,7.213,15.231,1.491,6.345,17.699,-2.585,-2.161,6.507,-3.939,1.634,-0.732,-2.936,-2.818,2.021,3.209,3.473,-5.056,-12.3,10,7,4.6,2.9,2.3,2,2019
TUR,Turkey,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,12.868,12.201,1.802,9.302,13.288,8.898,6.75,8.076,7.571,-4.466,6.602,8.676,13.626,6.317,6.93,1.493,-0.954,12.581,9.756,7.868,-17.99,20.206,10,8,8,8,8,2020
TKM,Turkmenistan,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,69.438,5.474,3.993,16.672,1.033,3.422,1.405,8.99,-8.346,-45.313,23.613,16.144,14.927,2.724,10.352,-5.856,-3.239,-14.349,12.617,-11.326,-9.24,6.29,1.823,1.929,1.774,1.723,1.678,2019
TUV,Tuvalu,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,Uganda,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,5.934,21.07,1.061,4.269,26.978,23.508,-0.528,23.299,17.64,10.436,-9.319,9.821,16.828,3.017,0.439,3.421,5.95,0.702,16.956,5.299,-16.028,7.395,5.572,6.139,4.64,7.026,30.238,2019
UKR,Ukraine,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,16.525,6.999,6.916,14.178,18.235,-8.53,2.647,3.173,2.282,-24.226,9.293,6.162,1.441,-14.653,-10.592,-11.211,-3.464,8.023,2.097,7.085,-2.623,4.614,9.151,7.466,7.287,7.444,7.278,2019
ARE,United Arab Emirates,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,19.92,3.9,7.85,20.476,20.295,16.053,14.934,16.316,18.684,-10.551,7.54,19.254,17.252,7.845,4.884,3.055,6.703,1.012,-4.67,0.078,-13.652,9.238,6.167,5.177,4.125,4.115,4.166,2019
GBR,United Kingdom,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,8.932,2.188,1.081,2.329,4.657,7.894,12.722,-2.013,0.392,-8.388,5.823,7.224,0.641,0.855,0.236,2.799,2.741,5.408,3.03,2.658,-16.721,-2.621,8.271,3.645,2.987,2.719,2.269,2020
USA,United States,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,8.343,-5.783,-1.739,2.185,9.666,7.129,9.342,8.703,5.659,-8.397,12.137,7.14,3.407,3.577,4.213,0.421,0.296,3.915,2.99,-0.118,-12.97,10.486,8.303,5.129,3.666,3.204,2.922,2020
URY,Uruguay,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.47,0.621,-7.564,-7.149,4.301,-2.406,-3.364,-28.231,2.916,11.814,7.127,4.859,3.767,3.764,2019
UZB,Uzbekistan,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-11.736,19.582,-12.42,0.279,28.429,-5.779,-10.44,31.29,21.784,0.801,2.026,12.207,-5.916,11.117,-7.491,2.332,11.107,1.298,9.255,23.92,-17.914,11.879,18.033,14.622,11.689,9.857,10.308,2020
VUT,Vanuatu,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,Venezuela,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,5.827,-3.549,-3.96,-10.384,13.686,3.77,-3.017,-7.552,-0.983,-13.682,-12.877,4.665,1.594,-6.17,-4.658,-0.863,-11.729,-0.044,-22.764,-28.869,-48.13,-14.249,-6.8,n/a,n/a,n/a,n/a,2017
VNM,Vietnam,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-5.97,4.006,10.187,19.167,29.593,5.95,14.301,13.309,2.128,5.266,6.577,3.338,15.594,16.938,11.032,9.713,10.87,16.777,12.222,6.707,2.822,10.191,9.876,7.087,5.818,5.612,5.421,2019
WBG,West Bank and Gaza,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,17.085,-32.934,-18.44,12.418,6.965,19.312,-2.798,21.396,19.926,6.984,0.676,23.039,0.53,4.414,9.555,-3.246,-1.604,13.916,2.508,2.009,-10.977,2.576,9.038,5.71,4.009,3.25,2.493,2019
YEM,Yemen,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-1.193,1.533,8.999,-6.018,-9.004,-2.029,-3.882,-10.774,-2.027,1.712,6.237,-17.081,-11.694,2.853,5.812,-34.107,-69.149,-18.765,3.251,30.289,-6.866,24.443,-1.282,16.451,74.843,30.237,32.952,2019
ZMB,Zambia,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-6.179,26.175,12.827,-3.207,16.95,6.293,6.303,3.096,8.628,19.079,19.476,1.289,27.998,23.17,-4,-11.407,-5.143,3.995,5.369,-10.869,1.143,5.263,4.265,4.741,4.966,4.984,3.011,2019
ZWE,Zimbabwe,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,n/a,n/a,n/a,37.3,1.403,55.435,-2.324,-9.869,-7.882,28.046,32.285,12.751,31.436,3.671,-14.976,15.309,-7.929,4.442,-4.551,-7.862,2.892,4.918,2.197,1.139,0.471,0.591,0.824,2019
ALB,Albania,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-3.432,23.272,11.868,8.409,10.704,8.434,5.354,18.942,3.538,-2.231,-9.316,3.63,-7.602,-0.611,5.416,0.076,8.3,5.993,5.765,5.014,-21.446,10.544,10.63,12.428,7.558,6.058,5.43,2020
DZA,Algeria,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,7.6,11.2,23.2,-2.911,21.906,6.465,0.444,24.57,37.277,3.624,-0.038,6.227,7.421,7.574,9.187,-6.089,-1.342,-0.875,-1.534,-9.573,-25.571,3.656,5.173,-9.152,-2.775,-2.972,-2.709,2019
AGO,Angola,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,3.965,13.854,-6.072,13.358,9.402,36.623,1.465,48.695,46.467,6.008,-21.656,10.954,7.173,8.59,10.494,-19.515,-25.811,-0.991,-11.362,-11.231,-25.423,15.254,-6.098,1.749,3.521,3.31,2.6,2019
ATG,Antigua and Barbuda,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.208,9.06,1.023,9.633,2.14,-41.974,-21.155,59.674,18.627,11.168,7.461,5.172,2018
ARG,Argentina,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-2.407,-16.629,-53.553,48.933,51.165,18.375,12.966,22.202,14.597,-23.858,39.414,21.578,-5.952,3.548,-10.842,2.644,3.568,14.235,-5.591,-21.107,-10.722,21.317,7.278,4.836,3.934,3.953,3.719,2019
ARM,Armenia,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,4.193,13.689,11.811,20.283,5.02,18.154,12.184,35.665,17.087,-16.532,4.906,-1.853,5.026,9.9,2.653,-10.123,6.211,22.29,12.732,13.35,-31.1,5.299,15.012,10.031,5.121,5.117,5.026,2019
ABW,Aruba,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,Australia,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,8,-5.04,11.031,11.354,15.205,9.451,8.567,13.08,10.609,-8.11,15.507,11.013,5.544,-2.008,-1.369,1.962,0.157,7.885,4.033,-1.004,-12.976,5.517,7.505,9.486,4.604,2.672,2.422,2020
AUT,Austria,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,10.186,5.192,0.291,3.507,7.975,5.455,5.855,5.635,0.954,-11.899,11.97,5.954,0.924,0.694,2.957,3.63,3.726,5.349,5.03,2.448,-10.238,5.888,6.929,3.893,1.015,2.275,2.067,2019
AZE,Azerbaijan,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,6.304,8.234,34.005,24.609,-3.964,-1.423,23.097,7.035,2.236,-5.683,-8.929,31.495,12.949,14.187,7.307,11.791,17.435,-2.3,-2.402,-0.972,-5.16,3.134,-1.072,-2.655,-1.387,-1.956,-0.746,2019
BHS,The Bahamas,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,5.417,-0.989,-2.64,-3.031,0.694,7.992,15.753,0.057,-8.466,-12.543,-4.774,3.827,16.18,0.401,10.496,-5.413,4.935,6.022,-2.355,-2.742,-15.004,-10.771,40.31,12.238,8.352,4.384,2.574,2019
BHR,Bahrain,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,10.636,-6.386,11.294,1.843,14.587,11.34,0.549,-5.177,19.231,-25.128,5.06,-2.142,27.701,3.098,-7.387,-5.669,-3.153,7.602,5.724,-5.568,-2.836,-3.331,6.161,4.047,3.739,3.531,4.439,2019
BGD,Bangladesh,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,8.337,16.292,-8.926,9.33,4.48,12.138,9.413,11.673,18.245,8.288,1.836,41.231,-0.648,4.249,11.654,6.948,11.554,7.312,20.618,4.414,-3.401,3.541,10.122,5.93,5.889,3.922,5.582,2019
BRB,Barbados,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-6.113,0.413,-0.618,2.222,9.765,4.056,-2.437,-3.402,-6.007,-9.81,-1.781,-10.34,-4.223,0.588,0.801,14.612,5.907,-5.985,-6.711,6.198,-11.205,7.892,11.969,4.556,2.903,2.172,3.139,2019
BLR,Belarus,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,28.073,2.315,13.854,13.444,21.568,0.59,22.039,7.612,14.47,-13.132,9.366,15.054,9.434,-6.096,2.086,-12.048,-2.511,12.011,5.284,5.279,-9.301,1.68,2.907,1.744,2.016,1.608,1.152,2019
BEL,Belgium,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,12.157,1.409,7.384,0.604,6.95,5.08,4.627,6.023,-2.31,-11.797,7.171,4.304,-1.627,0.439,1.852,1.053,5.525,-0.229,1.274,-0.719,-5.176,6.465,5.645,4.345,3.972,3.835,3.868,2019
BLZ,Belize,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,21.896,0.591,5.717,1.272,-8.257,8.535,-0.247,2.062,11.908,-18.535,6.779,13.023,6.255,7.941,6.433,7.057,1.542,-2.648,0.452,6.476,-25.084,4.774,8.636,7.126,2.03,2,2,2020
BEN,Benin,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-9.864,6.162,24.462,27.612,0.267,-11.813,10.706,42.897,1.105,9.383,-13.484,-12.237,6.518,34.989,26.722,-5.397,10.793,3.861,12.488,-8.378,-6.974,26.886,8.424,5.615,5.49,5.219,5.239,2019
BTN,Bhutan,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-10.145,1.263,12.406,12.516,6.556,48.742,-14.183,9.603,19.982,-16.627,30.544,29.812,-15.624,-17.451,-6.273,-0.976,0.11,1.467,-8.796,1.993,-9.275,-24.791,20.102,1.743,0.871,3.284,-2.978,2020
BOL,Bolivia,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,6.143,-7.085,10.405,-0.638,11.534,11.764,13.377,18.098,20.168,-5.528,8.836,27.017,8.536,15.81,11.554,4.407,-7.87,4.668,2.821,-0.241,-6.611,14.204,9.821,5.967,5.132,6.083,5.591,2019
BIH,Bosnia and Herzegovina,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-7.721,10.089,4.736,8.933,1.983,0.321,2.353,0.698,10.04,-14.429,2.032,3.185,0.396,0.117,7.583,1.672,7.26,8.156,3.318,1.344,-10.937,9.442,5.839,4.077,4.199,4.056,3.818,2019
BWA,Botswana,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-1.909,-1.526,2.002,-7.301,17.617,-4.936,0.044,24.956,17.543,-10.884,6.481,19.225,32.078,10.014,0.154,2.325,-1.731,-21.079,11.84,6.661,-4.078,3.155,3.883,6.303,3.835,3.522,0.867,2019
BRA,Brazil,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,14.122,3.672,-11.972,-3.085,14.033,9.752,15.044,21.196,14.442,-10.969,34.532,8.474,-0.341,8.41,-0.113,-13.46,-8.118,7.013,5.885,3.508,-7.68,13.7,3.52,4.93,4.159,4.192,4.225,2020
BRN,Brunei Darussalam,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-6.233,3.183,13.344,-8.074,3.76,2.847,4.151,13.355,11.063,-0.847,-0.311,33.703,20.594,14.531,-30.903,-11.711,2.717,1.286,28.072,13.766,-2.055,7.54,6.779,6.818,3.526,3.498,3.455,2019
BGR,Bulgaria,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,10.644,12.562,6.291,15.151,26.243,14.348,15.915,22.616,4.864,-21.508,-0.932,9.935,5.578,4.326,5.164,4.782,5.189,7.448,5.705,5.172,-5.897,5.129,6.097,7.558,4.702,3.144,3.219,2019
BFA,Burkina Faso,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-12.36,2.304,7.666,24.521,-5.831,2.687,3.034,14.221,10.57,-2.44,13.986,10.532,13.171,13.528,-6.417,8.45,2.235,13.012,3.512,-2.634,7.721,10.965,5.671,5.066,4.463,4.56,4.924,2018
BDI,Burundi,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,4.135,5.949,13.796,20.886,24.094,57.96,13.298,42.299,-17.997,-7.423,66.795,-17.772,8.204,2.446,-5.49,-29.36,10.288,10.92,14.698,45.588,5.942,1.62,4.805,3.464,3.374,2.655,2.752,2020
CPV,Cabo Verde,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-6.664,13.172,23.366,21.855,13.207,-4.896,22.286,22.451,11.927,-9.868,0.59,13.112,-12.97,-2.635,10.308,-22.606,18.871,16.013,10.518,-3.357,-18.208,15.863,9.27,4.971,4.475,7.304,4.13,2019
